"For All Companies As of Sep 02, 2025 For All Alberta ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reporting Facility ID,,Facility Subtype,,Surface Location,Location Latitude,Location Longitude,Facility Name,Field or Area,Operator Code,Operator Name,Licence Number,Licence Status,Licence Status Date,Licensee  BA Code,Licensee Name,Licence EDCT,Licence Issue Date,Most Recent Licence Amendment Date,Plant Processes,Raw Gas E3m3/d,Rec Sales Gas E3m3/d,C2 m3/d,C2 Mix m3/d,C3 m3/d,C4 m3/d,LPG Mix m3/d,C5+ m3/d,Sulphur Inlet t/d,Sulphur Recovered t/d,,Max Sulphur Emission Rate t/d,Qtrly Approved Sulphur Rec Eff %,First Volumetric Activity Date,Last Volumetric Activity Date
ABGP0001995,,Gp Acid Gas Inj,,/03-28-085-06W6,56.395755,-118.884661,DEVON MONTAG,MONTAG,A28R,XGEN Ventures Inc.,F17057    ,Abandoned,16-Jan-23,A28R,XGEN Ventures Inc.,B010,27-Feb-01,24-Apr-07,,425,423,0,0,0,0,5.4,0,0,,,,,1-Jan-98,1-Sep-11
ABGP0001996,,Gas Plant Sweet,,/08-20-085-06W6,,,COMPTON MONTAG,MONTAG,0CW8,Lexin Resources Ltd.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001997,,Gp Acid Gas Flaring,,00/16-04-085-08W6,56.347334,-119.190418,CECIL NORTH 16-4-85-8w6,CECIL,0HE9,Canadian Natural Resources Limited,F17060    ,Amended,4-Oct-06,0HE9,Canadian Natural Resources Limited,C300,28-Feb-01,4-Oct-06,,"1,603.20",1412,,,,,,49.2,0.7,,,0.7,,1-Jan-98,1-Jul-25
ABGP0001998,,Gas Plant Sweet,,02/12-31-111-04W6,58.682887,-118.664558,RAINBOW (SOUSA),RAINBOW,A0A7,NuVista Energy Ltd.,F18052    ,Amended,11-May-15,A0A7,NuVista Energy Ltd.,B010,6-Mar-01,11-May-15,,110,110,,,,,,0.2,,,,,,1-Jan-98,1-Jan-16
ABGP0001999,,,,/01-01-001-01W4,,,* INTERNAL USE ONLY,UNDEFINED,0X27,Unknown Operator/Address - Used by Field Surveillance,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0075252,,Gas Plant Sweet,,00/12-21-018-13W4,50.537978,-111.743222,MARKWEST BANTRY 12-21-18-13 W4 PLANT,BANTRY,A6A7,Cardinal Energy Ltd.,F22371    ,Abandoned,5-Jan-22,A6A7,Cardinal Energy Ltd.,B010,1-May-01,26-Aug-06,,312,311,,,,,4,,0,,,,,1-Dec-03,1-May-18
ABGP0075650,,Gp Mainline Strdle,,00/03-29-038-25W4,52.290607,-113.543853,JOFFRE ETHANE EXTRACTION PLANT,JOFFRE,A0TK,AltaGas Ltd.,F26124    ,Issued,17-Aug-01,A0TK,AltaGas Ltd.,B200,17-Aug-01,26-Aug-06,,"7,066.00",6470.4,1466.2,,,,655.9,,,,,,,1-Dec-02,1-Jul-25
ABGP0075866,,Gas Plant Sweet,,00/03-17-043-14W5,52.699686,-115.9988,NRK BREWSTER 03-17-043-14W5,STOLBERG,A7XK,Blue Sky Resources Ltd.,F27491    ,Issued,24-Sep-02,A573,Tourmaline Oil Corp.,B010,24-Sep-02,26-Aug-06,,283.2,270.6,0,0,0,0,39.7,0,0,0,,,,1-Jan-03,1-Sep-15
ABGP0075995,,Gas Plant Sweet,,02/10-22-050-26W4,53.33103,-113.719515,PROBE LEDUC GAS PROCESSING FACILITY,LEDUC-WOODBEND,A74X,Aspenleaf Energy Limited,F27649    ,Amended,7-Nov-24,A74X,Aspenleaf Energy Limited,B010,15-Nov-02,7-Nov-24,,816,,,,,,,,0,,,,,1-Dec-02,1-Jul-25
ABGP0076045,,Gp Acid Gas Flaring,,/16-06-042-14W4,,,LES AND HERMAN FREADRICH,FORESTBURG,0A1D,"Freadrich, Les And Herman",,,,,,,,,,,,,,,,,,,,,,,,
ABGP0076120,,Gas Plant Sweet,,00/01-17-035-03W4,51.999222,-110.38815,Astara Energy 1-17 Monitor GP,PROVOST,A8TZ,Astara Energy Corp.,F27829    ,Amended,13-Dec-17,A8TZ,Astara Energy Corp.,B010,3-Jan-03,13-Dec-17,,424.8,423.05,0,0,0,0,3.6,0,0,,,,,1-Feb-03,1-Jul-25
ABGP0076575,,Gas Plant Sweet,,00/12-01-046-09W4,52.93821,-111.188215,IRMA 12-01-46-9W4,VIKING-KINSELLA,A1GR,Pine Cliff Energy Ltd.,F23124    ,Amended,12-Mar-07,A1GR,Pine Cliff Energy Ltd.,B020,30-Apr-01,12-Mar-07,,145,,,,,,,,0,,,,,1-Feb-03,1-Aug-06
ABGP0076666,,Gas Plant Sweet,,00/07-27-029-14W4,51.508182,-111.886979,WILDUNN CREEK 7-27-029-14W4,WILDUNN CREEK,0HE9,Canadian Natural Resources Limited,F3889     ,Amended,21-Jan-13,0HE9,Canadian Natural Resources Limited,B020,2-Mar-01,21-Jan-13,None,50,,,,,,,,0,,,,,1-Feb-03,1-Oct-09
ABGP0077070,,Gas Plant Sweet,,00/15-11-076-06W6,55.575589,-118.81152,RYCROFT 15-11-76-6W6 GAS PLANT,RYCROFT,A5D1,Whitecap Partnership,F28375    ,Amended,23-Sep-03,A5BE,Whitecap Resources Inc.,B010,10-Mar-03,26-Aug-06,,481,479,,,,,,15,0,,,,,1-Apr-03,1-Jul-25
ABGP0077266,,Gas Plant Sweet,,02/13-21-015-11W4,50.279445,-111.46715,ALDERSON 13-21-015-11W4 GAS PLANT,ALDERSON,0HE9,Canadian Natural Resources Limited,F28987    ,Cancelled,29-Jun-11,0026,Ovintiv Canada ULC,B010,7-May-03,26-Aug-06,,918.3,915,0,0,0,0,0,4.6,0,0,,,,1-Jul-03,1-Nov-15
ABGP0077288,,Gas Plant Sweet,,00/07-09-047-10W4,53.03597,-111.40373,VERNON LAKE 7-9-47-10W4,VIKING-KINSELLA,A1GR,Pine Cliff Energy Ltd.,F28198    ,Amended,2-Oct-17,A1GR,Pine Cliff Energy Ltd.,B020,28-Feb-03,2-Oct-17,,170,,,,,,,,0,,,,,1-May-03,1-Aug-18
ABGP0077308,,Gas Plant Sweet,,00/01-28-102-03W6,57.87695,-118.41325,DRYDEN CREEK GAS PLANT,HARO,0BP8,Obsidian Energy Ltd.,F28640    ,Abandoned,1-Mar-23,0BP8,Obsidian Energy Ltd.,B010,21-Mar-03,26-Aug-06,,240.2,238,0,0,0,0,0,14.3,0,0,,,,1-May-03,1-Oct-21
ABGP0077324,,Gas Plant Sweet,,00/05-10-033-26W4,51.814734,-113.615301,BAYTEX WIMBORNE 5-10 GAS PLANT,WIMBORNE,A517,Long Run Exploration Ltd.,F21701    ,Amended,28-May-03,A517,Long Run Exploration Ltd.,B010,1-Mar-01,26-Aug-06,,207.5,175.5,,,,,56,,0,,,,,1-May-03,1-Jul-25
ABGP0077819,,Gas Plant Sweet,,00/10-20-096-07W6,57.345926,-119.093776,CHINCHAGA 10-20-96-7 GP,CHINCHAGA,A6D7,Kelt Exploration Ltd.,F29178    ,Issued,16-May-03,A6D7,Kelt Exploration Ltd.,B010,16-May-03,26-Aug-06,,227.1,223.9,0,0,0,0,22.5,0,0,0,,,,1-Jul-03,1-Oct-17
ABGP0078091,,Gas Plant Sweet,,00/10-11-075-07W6,55.48477,-118.966509,SADDLEHILLS 10-11-75-7 W6,SADDLE HILLS,0HE9,Canadian Natural Resources Limited,F29208    ,Amended,22-Aug-05,0HE9,Canadian Natural Resources Limited,C300,21-May-03,26-Aug-06,Nonregenerative,"1,100.00",1081,,,,,,,0.89,,,,,1-Jul-03,1-Jun-12
ABGP0078222,,Gas Plant Sweet,,00/16-15-059-24W5,54.10674,-117.504285,BERLAND RIVER W 16-15-59-24W5,BERLAND RIVER WEST,0HE9,Canadian Natural Resources Limited,F28496    ,Amended,4-Jun-03,0HE9,Canadian Natural Resources Limited,B010,13-Mar-03,26-Aug-06,,584,582,0,0,0,0,32.9,0,0,0,,,,1-Sep-03,1-Jun-20
ABGP0079061,,Gas Plant Sweet,,00/07-36-058-03W6,54.054781,-118.307605,SMOKY 7-36-58-3W6,SMOKY,0HE9,Canadian Natural Resources Limited,F25164    ,Amended,31-Jul-15,0HE9,Canadian Natural Resources Limited,B010,23-Nov-00,31-Jul-15,,"1,134.00",1105.2,0,0,0,0,150.9,131,0,,,,,1-Nov-03,1-Jul-25
ABGP0079080,,Gp Acid Gas Flaring,,00/06-02-002-20W4,49.090597,-112.578926,AltaGas  Del Bonita Gas Plant,BRANCH,A1BB,Gryphon Petroleum Corp.,F28085    ,Abandoned,28-Apr-25,A9BY,501 Energy Corp.,C300,20-Feb-03,24-Sep-08,"Regenerative, Acid Gas Flaring",56,50.3,0,0,0,0,0,0,0.35,,,0.35,,1-Oct-03,1-Apr-17
ABGP0079260,,Gas Plant Sweet,,00/06-04-027-21W4,51.27632,-112.902193,RED LAND SOUTH 6-4-27-21W4 GAS PLANT,HUSSAR,A7AG,Lynx Energy ULC,F3728     ,Amended,11-Jul-03,A7AG,Lynx Energy ULC,B010,9-Jan-01,26-Aug-06,,"1,075.00",1038,,,,,25.1,,0,,,,,1-Nov-03,1-Jul-25
ABGP0079548,,Gp Sulphur Rcvry,,00/07-15-110-21W5,58.547403,-117.412095,EVERGREEN SOUR GAS PLANT,HIGH LEVEL,0M7P,AQT Water Management Inc.,F27866    ,Abandoned,20-Nov-14,0M7P,AQT Water Management Inc.,C300,10-Jan-03,8-Feb-08,"Regenerative, Acid Gas Flaring",422.6,324,,,,,,,0.12,,,0.12,,1-Sep-03,1-Mar-10
ABGP0080025,,Gas Plant Sweet,,00/16-29-018-02W5,50.55558,-114.233995,LITTLE CHICAGO GAS PLANT,TURNER VALLEY,A900,Ranahan Resources Limited,F29910    ,Amended,15-Nov-10,A900,Ranahan Resources Limited,B010,22-Sep-03,15-Nov-10,,567,552,0,0,0,0,120,0,0,,,,,1-Jan-04,1-Nov-19
ABGP0080187,,Gas Plant Sweet,,00/02-11-060-04W6,54.168397,-118.483285,PEYTO KAKWA 02-11-60-04 W6 SWEET GAS,UNDEFINED,0YA2,Peyto Exploration & Development Corp.,F27772    ,Amended,25-Nov-04,0YA2,Peyto Exploration & Development Corp.,B010,17-Dec-02,26-Aug-06,,"1,130.00",1080,0,0,0,0,200,450,0,0,,,,1-Feb-04,1-Jul-25
ABGP0080688,,Gas Plant Sweet,,00/14-20-056-23W5,53.857405,-117.383302,WILD RIVER 14-20 GP,WILD RIVER,A573,Tourmaline Oil Corp.,F30742    ,Amended,23-Jun-17,A573,Tourmaline Oil Corp.,B010,28-Jan-04,23-Jun-17,,"7,080.00",6994,0,0,0,0,233,154,0,,,,,1-Apr-04,1-Jul-25
ABGP0080799,,Gas Plant Sweet,,00/16-35-107-04W6,58.338571,-118.536967,BASSET LAKE 16-35 GAS PLANT,RAINBOW,A5D1,Whitecap Partnership,F30856    ,Abandoned,27-Mar-25,A5BE,Whitecap Resources Inc.,B020,10-Feb-04,9-Oct-07,,198.2,,,,,,,,0,,,,,1-Mar-04,1-Jan-16
ABGP0080972,,Gas Plant Sweet,,00/10-36-065-25W5,54.670705,-117.641789,ANTE CREEK GAS PLANT 10-36-065-25W5M,ANTE CREEK NORTH,0G30,ARC Resources Ltd.,F31023    ,Amended,8-Aug-19,0G30,ARC Resources Ltd.,B010,24-Feb-04,8-Aug-19,,710,641,0,0,0,0,147,0,0,,,,,1-Jul-04,1-Jul-25
ABGP0081174,,Gas Plant Sweet,,00/08-17-029-22W4,51.47968,-113.055714,ATCO CARBON SOUTH,WAYNE-ROSEDALE,0Z2W,ATCO Next Energy Ltd.,F22299    ,Amended,5-Nov-03,0Z2W,ATCO Next Energy Ltd.,B010,1-Mar-01,26-Aug-06,,222,216,0,0,0,0,0,7.1,0,0,,,,1-Apr-04,1-Sep-22
ABGP0081379,,Gas Plant Frac,,00/01-35-019-28W4,50.646771,-113.770631,MAZEPPA SWEET GAS GATHERING,OKOTOKS,0CW8,Lexin Resources Ltd.,F2588     ,Abandoned,14-Aug-24,0CW8,Lexin Resources Ltd.,E600,1-Mar-01,26-Aug-06,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process","3,822.30",3486.2,0,0,0,0,140.2,358.9,586.6,577.6,,9.4,98.4,,
ABGP0081382,,Gas Plant Sweet,,00/01-35-019-28W4,50.646771,-113.770631,MAZEPPA SWEET GAS PLANT,OKOTOKS,0CW8,Lexin Resources Ltd.,F2588     ,Abandoned,14-Aug-24,0CW8,Lexin Resources Ltd.,E600,1-Mar-01,26-Aug-06,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process","3,822.30",3486.2,0,0,0,0,140.2,358.9,586.6,577.6,,9.4,98.4,,
ABGP0081833,,Gas Plant Sweet,,02/16-36-086-10W6,56.504458,-119.431208,WORSLEY 16-36 GAS PLANT,WORSLEY,A73W,Enercapita Energy Ltd.,F31781    ,Amended,2-Dec-05,A73W,Enercapita Energy Ltd.,C300,3-Jun-04,26-Aug-06,,423.6,402.4,,,,,,63.1,0.07,,,0,,1-Jul-04,1-Jul-25
ABGP0081848,,Gas Plant Sweet,,00/02-01-027-21W4,51.272524,-112.826944,ENCANA ROSEBUD 2-1-27-21W4 GAS PLANT,HUSSAR,0HE9,Canadian Natural Resources Limited,F3727     ,Amended,19-Mar-04,A7NW,Torxen Energy Ltd.,B010,29-Mar-01,26-Aug-06,,425,412,,,,,19.1,,0,,,,,1-Aug-04,1-Jul-20
ABGP0081971,,Gas Plant Sweet,,00/02-04-019-16W4,50.574229,-112.160699,Astara SF Lk GP 2-4-19-16W4M,COUNTESS,A8TZ,Astara Energy Corp.,F31753    ,Issued,31-May-04,A8TZ,Astara Energy Corp.,B010,31-May-04,26-Aug-06,,42.6,42,0,0,0,0,1.4,0,0,0,,,,1-Jul-04,1-Jul-25
ABGP0082137,,Gas Plant Sweet,,00/09-36-049-05W4,53.270599,-110.59063,FLOWING WILD 9-36 GP,WILDMERE,A2JR,Gear Energy Ltd.,F32107    ,Amended,15-Dec-06,A2JR,Gear Energy Ltd.,B020,6-Aug-04,15-Dec-06,,200,,,,,,,,0,,,,,1-Sep-04,1-Sep-06
ABGP0082273,,Gp Acid Gas Flaring,,02/16-28-064-06W6,54.572484,-118.833105,CYRIES BILBO 02/16-28-64-6W6,KAKWA,0Z0H,Harvest Operations Corp.,F31472    ,Abandoned,22-Sep-21,0Z0H,Harvest Operations Corp.,C300,12-Apr-04,26-Aug-06,"Regenerative, Acid Gas Flaring",70.8,70.2,0,0,0,0,0,4,0.49,0,,0.49,,1-Aug-04,1-Jun-13
ABGP0082296,,Gas Plant Sweet,,03/13-05-021-12W4,50.758028,-111.637853,PRINCESS 13-05 CHOKE PLANT,PRINCESS,A2TG,TAQA North Ltd.,F30024    ,Issued,7-Oct-03,A2TG,TAQA North Ltd.,B010,7-Oct-03,26-Aug-06,,155.7,155.4,,,,,,0.5,,,,,,1-Aug-04,1-Jan-08
ABGP0082304,,Gas Plant Sweet,,00/06-17-025-20W4,51.13103,-112.763254,6-17-25-20W4 WINTERING HILLS WEST,HUSSAR,0HE9,Canadian Natural Resources Limited,F26184    ,Amended,7-Nov-01,A7NW,Torxen Energy Ltd.,B010,7-Nov-01,26-Aug-06,,500,492,0,0,0,0,30.6,0,0,0,,,,1-Aug-04,1-Jul-21
ABGP0082962,,Gas Plant Sweet,,00/08-23-041-07W4,52.541409,-110.896594,ALBERS 8-23-41-7W4 GAS PLANT,PROVOST,A7AZ,SanLing Energy Ltd.,F31777    ,Abandoned,22-Apr-25,A7AZ,SanLing Energy Ltd.,B010,3-Jun-04,26-Aug-06,,281.7,275,0,0,0,0,0,1.3,0,0,,,,1-Oct-04,1-Feb-08
ABGP0083567,,Gas Plant Sweet,,00/06-17-040-27W4,52.438052,-113.857473,HIGHPINE JOFFRE GAS PLANT 6-17,JOFFRE,A97L,Parallax Energy Operating Inc.,F31879    ,Amended,27-Feb-19,A97L,Parallax Energy Operating Inc.,B010,22-Jun-04,27-Feb-19,,580,410,0,0,0,0,330,0,0,,,,,1-Jan-05,1-Jul-25
ABGP0083667,,Gas Plant Sweet,,00/15-10-062-06W5,54.353831,-114.811164,CORBET GAS PLANT 15-10-62-6 W5,CORBETT,A73N,N7 Energy Ltd.,F27718    ,Amended,17-Sep-04,A73N,N7 Energy Ltd.,B010,4-Dec-02,26-Aug-06,,678,645,0,0,0,0,0,40,0,0,,,,1-Jan-05,1-Nov-17
ABGP0083746,,Gas Plant Sweet,,00/01-20-019-11W4,50.616448,-111.482732,GENTRY PRINCESS 1-20 GAS PLANT,PRINCESS,A868,Ipc Canada Ltd.,F32635    ,Abandoned,17-Aug-17,A868,Ipc Canada Ltd.,B010,16-Nov-04,26-Aug-06,,283.2,283.2,0,0,0,0,1.9,0,0,,,,,1-Dec-04,1-Dec-10
ABGP0083873,,Gas Plant Sweet,,00/05-15-017-12W4,50.430544,-111.582206,BANTRY 05-15-017-12W4 GAS PLANT,BANTRY,A6A7,Cardinal Energy Ltd.,F26357    ,Abandoned,17-Dec-13,A6A7,Cardinal Energy Ltd.,B010,27-Mar-02,26-Aug-06,,623,622.9,0,0,0,0,4,0,0,0,,,,1-Jan-05,1-Mar-06
ABGP0084058,,Gas Plant Sweet,,00/10-24-062-22W5,54.379278,-117.160456,Tony Creek Gas Plant 10-24-62-22W5,WASKAHIGAN,A8HW,Gran Tierra Canada Ltd.,F32387    ,Amended,26-May-05,A8HW,Gran Tierra Canada Ltd.,B010,5-Oct-04,26-Aug-06,,565,551,0,0,0,0,91,42,0,0,,,,1-Mar-05,1-Jul-25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0084179,,Gas Plant Sweet,,00/04-06-063-09W6,54.415909,-119.356888,PEYTO CUTBANK 04-06-063-09 W6 GP,NETOOK,0YA2,Peyto Exploration & Development Corp.,F32100    ,Amended,31-Jul-13,0YA2,Peyto Exploration & Development Corp.,B010,6-Aug-04,31-Jul-13,,85,79,0,0,0,0,4.8,3.7,0,,,,,1-Mar-05,1-Jul-24
ABGP0084226,,Gas Plant Sweet,,00/11-09-061-22W5,54.262828,-117.241555,BIGSTONE 11-9-61-22W5,BIGSTONE,0HE9,Canadian Natural Resources Limited,F13771    ,Amended,6-Sep-01,0HE9,Canadian Natural Resources Limited,B010,1-May-01,26-Aug-06,,566.4,546.4,0,0,0,0,47.7,0,0,0,,,,1-Mar-05,1-Jul-25
ABGP0084455,,Gas Plant Sweet,,00/06-05-109-12W6,58.431991,-119.969062,CVE ENERGY BIVOUAC 6-5-109-12W6,BLACK,A5D4,Cenovus Energy Inc.,F26711    ,Amended,18-Nov-04,A5D4,Cenovus Energy Inc.,B010,22-Jan-02,26-Aug-06,,845,793.5,0,54.3,0,0,,0,0,0,,,,1-Apr-05,1-Jul-25
ABGP0084636,,Gas Plant Sweet,,02/07-21-039-10W5,52.368758,-115.377596,PHOENIX 102/07-21-39-10W5,PHOENIX,0LN7,Yangarra Resources Corp.,F33220    ,Amended,15-Nov-21,0LN7,Yangarra Resources Corp.,B010,10-Feb-05,15-Nov-21,,127.5,119.8,0,37,0,0,0,0,0,,,,,1-Mar-05,1-Jul-25
ABGP0084773,,Gas Plant Sweet,,00/15-04-058-23W5,53.98984,-117.356286,DUVERNAY 15-4-58-23W5M GAS PLANT,SUNDANCE,A573,Tourmaline Oil Corp.,F33195    ,Amended,18-Jan-13,A573,Tourmaline Oil Corp.,B010,8-Feb-05,18-Jan-13,,"2,832.00",2812,0,0,0,0,0,187.8,0,,,,,1-Apr-05,1-Jul-25
ABGP0084966,,Gas Plant Sweet,,00/07-02-048-09W5,53.110032,-115.203395,RIDER PEMBINA 07-02-048-09W5 GAS PLA,PEMBINA,A854,Barrel Oil Corp.,F32829    ,Amended,21-Jun-19,A854,Barrel Oil Corp.,B010,16-Dec-04,21-Jun-19,,707.9,673.7,0,0,0,0,96,87.1,0,,,,,1-May-05,1-Oct-14
ABGP0084973,,Gas Plant Sweet,,04/07-07-087-14W5,56.527076,-116.215287,FET Golden 7-7-87-14W5 Gas Plant,GOLDEN,A2PH,Journey Energy Inc.,F34292    ,Amended,10-Jan-08,A8FY,Spoke Resources Ltd.,C300,19-Jul-05,10-Jan-08,None,7.1,5.7,0,0,0,0,6,0,0.02,,,0.02,,1-Apr-05,1-May-09
ABGP0085141,,Gas Plant Sweet,,00/01-02-018-22W4,50.485295,-112.914858,QUEENSTOWN 1-2-18-22W4 GAS PLANT,QUEENSTOWN,0CW8,Lexin Resources Ltd.,F33937    ,Amended,7-Dec-05,0CW8,Lexin Resources Ltd.,B010,13-May-05,26-Aug-06,,396,382,0,0,0,0,8,0,0,,,,,1-Aug-05,1-Aug-16
ABGP0085152,,Gas Plant Sweet,,00/07-18-040-09W5,52.441256,-115.281933,FERRIER WEST 7-18-40-9W5,FERRIER,0HE9,Canadian Natural Resources Limited,F33367    ,Amended,1-May-25,0HE9,Canadian Natural Resources Limited,B010,25-Feb-05,1-May-25,,810,739,0,0,0,0,92,0,0,,,,,1-Jun-05,1-Jul-25
ABGP0085275,,Gas Plant Sweet,,00/02-11-027-16W4,51.28862,-112.149284,CESSFORD 02-11-027-16W4,CESSFORD,0HE9,Canadian Natural Resources Limited,F31448    ,Amended,10-Jul-06,0HE9,Canadian Natural Resources Limited,B010,8-Apr-04,26-Aug-06,,339.8,312.1,0,0,0,0,27.7,0,0,,,,,1-May-05,1-Jul-25
ABGP0086281,,Gas Plant Sweet,,00/05-06-028-02W4,51.364337,-110.285609,NUVISTA SIBBALD 5-6 GP,SIBBALD,A0A7,NuVista Energy Ltd.,F3757     ,Amended,13-May-10,A0A7,NuVista Energy Ltd.,B020,1-May-01,13-May-10,,141.6,,,,,,,,0,,,,,1-Sep-05,1-Jun-08
ABGP0086283,,Gas Plant Sweet,,00/02-02-037-13W4,52.145139,-111.751044,ACCLAIM CASTOR GP 2-2,PROVOST,0BP8,Obsidian Energy Ltd.,F33987    ,Abandoned,25-Aug-21,0BP8,Obsidian Energy Ltd.,B010,20-May-05,26-Aug-06,,226,205,,,,,2.8,,0,,,,,1-Sep-05,1-Nov-18
ABGP0086359,,Gas Plant Sweet,,00/16-11-012-26W4,49.988213,-113.439096,ARGOSY CLARESHOLM GAS PLANT,EASTMONT,A6JF,Long Term Asset Management Inc.,F33921    ,Issued,10-May-05,A6JF,Long Term Asset Management Inc.,B010,10-May-05,26-Aug-06,,283,280.2,0,0,0,0,0,6.1,0,0,,,,1-Sep-05,1-Mar-17
ABGP0086379,,Gas Plant Sweet,,00/14-31-011-26W4,49.96092,-113.53872,ACL GRANUM GAS PLT 14-31-11-26 W4,EASTMONT,A6JF,Long Term Asset Management Inc.,F34080    ,Amended,5-Aug-14,A6JF,Long Term Asset Management Inc.,B010,7-Jun-05,4-Sep-07,,510,502,0,0,0,0,0,40.3,0,,,,,1-Sep-05,1-Jul-25
ABGP0086427,,Gas Plant Frac,,00/08-20-074-16W5,55.423702,-116.414677,High Prairie Frac Plant,HIGH PRAIRIE,A31G,Plains Midstream Canada ULC,F32682    ,Issued,24-Nov-04,A31G,Plains Midstream Canada ULC,B011,24-Nov-04,26-Aug-06,,0,0,,,232,285,,223,0,,,,,1-Sep-05,1-Jul-25
ABGP0086640,,Gas Plant Sweet,,00/07-19-054-19W5,53.677386,-116.786656,BIG EDDY GAS STORAGE PLANT,EDSON,0NPM,TransCanada Energy Ltd.,F32917    ,Issued,4-Jan-05,0NPM,TransCanada Energy Ltd.,B010,4-Jan-05,26-Aug-06,,"20,550.00",20480,,,,,,290,0,,,,,1-Jan-24,1-Jul-25
ABGP0086745,,Gas Plant Sweet,,00/07-07-032-27W4,51.727506,-113.817112,STEWART 07-07-032-27W4 PLANT,LONE PINE CREEK,A1H9,Ember Resources Inc.,F33664    ,Issued,1-Apr-05,A1H9,Ember Resources Inc.,B010,1-Apr-05,26-Aug-06,,500,470,,,,,6,,0,,,,,1-Oct-05,1-Jul-25
ABGP0086768,,Gp Acid Gas Flaring,,00/15-14-083-05W4,56.199095,-110.676344,KETTLE RIVER 15-14-083-05W4,NEWBY,0HE9,Canadian Natural Resources Limited,F16879    ,Issued,15-Aug-22,0HE9,Canadian Natural Resources Limited,C300,14-Feb-01,28-Aug-06,,650,620,,,,,,,0.44,,,0.44,,1-Oct-05,1-Sep-21
ABGP0086769,,Gp Acid Gas Flaring,,00/11-19-080-04W4,55.949639,-110.623494,Cowpar 11-19-80-4w4,GRAHAM,0HE9,Canadian Natural Resources Limited,F23781    ,Abandoned,24-Aug-23,0HE9,Canadian Natural Resources Limited,B020,1-May-01,29-Jan-16,"Regenerative, Acid Gas Flaring",622.48,,,,,,,,0,,,,,1-Oct-05,1-Mar-17
ABGP0086771,,Gp Acid Gas Flaring,,00/07-02-085-06W4,56.339637,-110.831516,NEWBY 10-2-85-6W4,NEWBY,0HE9,Canadian Natural Resources Limited,F23787    ,Abandoned,25-Jul-23,0HE9,Canadian Natural Resources Limited,B020,1-May-01,15-Dec-17,,20,,,,,,,,0,,,,,1-Oct-05,1-Feb-22
ABGP0086803,,Gas Plant Sweet,,03/08-35-062-27W4,54.404208,-113.926844,HUSKY JARVIE 08-35 GAS PLANT,JARVIE,0Z5F,Sequoia Resources Corp.,F34661    ,Abandoned,20-Apr-22,0Z5F,Sequoia Resources Corp.,B010,1-Sep-05,26-Aug-06,,283,282,0,0,0,0,0.4,0,0,0,,,,1-Nov-05,1-Aug-17
ABGP0086883,,Gas Plant Sweet,,00/11-17-063-06W5,54.452956,-114.874192,981405 DORIS 11-17-63-6W5,DORIS,A663,Trident Exploration (Alberta) Corp.,F33985    ,Abandoned,12-Apr-22,A663,Trident Exploration (Alberta) Corp.,B010,20-May-05,26-Aug-06,,"1,700.00",1700,0,0,0,0,20,0,0,,,,,1-Oct-05,1-Mar-18
ABGP0087651,,Gas Plant Sweet,,00/08-28-032-26W4,51.771771,-113.622987,ACL NGL LPT 8-28 REFRIDGE PLANT,WIMBORNE,A1H9,Ember Resources Inc.,F34777    ,Amended,3-Jun-14,A1H9,Ember Resources Inc.,B020,20-Sep-05,3-Jun-14,,"1,135.00",,,,,,,,0,,,,,1-Dec-05,1-Jul-25
ABGP0087677,,Gas Plant Sweet,,00/04-08-047-09W5,53.034115,-115.290592,BARREL PEM BLUE RAPID 04-08-047-09W5,PEMBINA,A854,Barrel Oil Corp.,F34328    ,Amended,3-Jul-12,A854,Barrel Oil Corp.,B010,25-Jul-05,3-Jul-12,,857.6,800.9,0,0,0,0,171.6,97.1,0,,,,,1-Dec-05,1-Jul-25
ABGP0087898,,Gas Plant Sweet,,00/12-34-056-22W5,53.8843,-117.19375,Peyto Cecilia 12-34 Plant,SUNDANCE,0YA2,Peyto Exploration & Development Corp.,F33606    ,Amended,31-Oct-24,0YA2,Peyto Exploration & Development Corp.,B010,24-Mar-05,31-Oct-24,,"1,800.00",1771,0,0,0,0,42.5,47.2,0,,,,,1-Dec-05,1-Jul-25
ABGP0088035,,Gas Plant Sweet,,00/05-22-020-04W4,50.707012,-110.485011,DIRECT ENERGY ATLEE BUFFALO,ATLEE-BUFFALO,A78E,Scollard Energy Ltd.,F2637     ,Abandoned,19-Jan-23,A79G,Area 2 Energy Ltd.,B020,11-Dec-00,26-Aug-06,,250,,,,,,,,0,,,,,1-Dec-05,1-Apr-07
