"For All Companies As of Sep 02, 2025 For All Alberta ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reporting Facility ID,,Facility Subtype,,Surface Location,Location Latitude,Location Longitude,Facility Name,Field or Area,Operator Code,Operator Name,Licence Number,Licence Status,Licence Status Date,Licensee  BA Code,Licensee Name,Licence EDCT,Licence Issue Date,Most Recent Licence Amendment Date,Plant Processes,Raw Gas E3m3/d,Rec Sales Gas E3m3/d,C2 m3/d,C2 Mix m3/d,C3 m3/d,C4 m3/d,LPG Mix m3/d,C5+ m3/d,Sulphur Inlet t/d,Sulphur Recovered t/d,,Max Sulphur Emission Rate t/d,Qtrly Approved Sulphur Rec Eff %,First Volumetric Activity Date,Last Volumetric Activity Date
ABGP0001440,,Gas Plant Sweet,,/11-20-042-25W4,52.632306,-113.570922,ENERMARK CHIGWELL,CHIGWELL,A1H9,Ember Resources Inc.,F9025     ,Abandoned,31-Aug-22,A1H9,Ember Resources Inc.,B010,2-Mar-01,,,200,,,,,,,,,,,,,1-Jan-91,1-Feb-18
ABGP0001441,,Gp Acid Gas Inj,,/06-02-016-15W4,50.31555,-111.966361,PANCDN ALDERSON,ALDERSON,0HE9,Canadian Natural Resources Limited,F1970     ,Amended,24-Oct-06,A7NW,Torxen Energy Ltd.,C300,6-Mar-01,24-Oct-06,,170,155,,,,,,,0.74,,,0.74,,1-Jan-91,1-Jun-15
ABGP0001442,,Gp Acid Gas Inj,,/04-26-041-16W4,,,BURLINGTON FORESTBURG S/D 88,FORESTBURG,A5G3,ConocoPhillips Canada Resources Corp.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001443,,Gp Acid Gas Flaring,,00/15-11-059-25W4,54.09061,-113.63329,CONOCO WESTLOCK,WESTLOCK,0AW4,Paramount Resources Ltd.,F21068    ,Abandoned,20-Nov-19,0AW4,Paramount Resources Ltd.,C300,1-Mar-01,,,597,,,,,,,,,,,,,1-Jan-91,1-Jan-19
ABGP0001444,,Gp Acid Gas Inj,,00/10-03-035-04W4,51.977787,-110.489683,APACHE MONITOR,PROVOST,A7BT,Karve Energy Inc.,F4827     ,Abandoned,2-Mar-20,A7BT,Karve Energy Inc.,B040,29-Mar-01,26-Aug-06,,617.3,,,,,,,,,,,,,1-Jan-91,1-Dec-04
ABGP0001445,,Gas Plant Sweet,,/06-19-045-06W5,52.893012,-114.862677,PENN WEST PEMBINA,PEMBINA,0YT7,Mancal Energy Inc.,F9753     ,Amended,23-Dec-15,0YT7,Mancal Energy Inc.,B010,6-Mar-01,23-Dec-15,,680,425,0,0,0,0,50,15,0,,,,,1-Jan-91,1-Jul-25
ABGP0001446,,Gas Plant Sweet,,/09-31-039-20W4,,,HUSKY ERSKINE 9-31,ERSKINE,A5D4,Cenovus Energy Inc.,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001447,,Gas Plant Sweet,,/06-36-038-11W5,52.309946,-115.444551,FOREST DEANNE,DEANNE,0254,Forest Oil Corporation,F6772     ,Abandoned,7-Nov-06,A2TG,TAQA North Ltd.,B010,20-Mar-01,,,43,,,,,,,,,,,,,,
ABGP0001448,,Gas Plant Sweet,,/16-36-045-04W5,,,* STRIKE CRYSTAL,PEMBINA,A8HW,Gran Tierra Canada Ltd.,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001449,,Gas Plant Sweet,,/13-11-048-20W4,53.13429,-112.82424,APF ENERGY JOARCAM,JOARCAM,A5RD,Enerplus Corporation,F10598    ,Issued,28-Feb-01,A5RD,Enerplus Corporation,B010,28-Feb-01,,,112,,,,,,,,,,,,,1-Jan-91,1-Oct-07
ABGP0001450,,Gp Acid Gas Inj,,/05-18-067-22W4,54.796971,-113.358439,ORION BAPTISTE,BAPTISTE,0WJ5,Orion Energy Holdings Inc.,F14623    ,Abandoned,27-Jan-25,0HE9,Canadian Natural Resources Limited,C300,28-Feb-01,,,110,,,,,,,,,,,,,,
ABGP0001451,,Gp Acid Gas Inj,,/14-21-089-21W4,56.737,-113.2942,CORKER LIEGE,LIEGE,A573,Tourmaline Oil Corp.,F17377    ,Abandoned,15-Jan-14,A573,Tourmaline Oil Corp.,C300,6-Mar-01,26-Aug-06,,95,76,0,0,0,0,0,0,0.02,0,,0.02,,1-Jan-91,1-Feb-12
ABGP0001452,,Gas Plant Sweet,,00/15-16-056-20W4,53.845844,-112.908156,HUSKY REDWATER 15-16,REDWATER,A7D0,Point Bar Resources Inc.,F12949    ,Amended,22-Dec-11,A7D0,Point Bar Resources Inc.,B030,23-Mar-01,22-Dec-11,,60,,,,,,,,0,,,,,1-Jan-91,1-Aug-05
ABGP0001453,,Gp Acid Gas Inj,,/06-36-033-02W4,51.873208,-110.162369,PENN WEST COMPEER,COMPEER,0BP8,Obsidian Energy Ltd.,F4460     ,Abandoned,17-May-03,0BP8,Obsidian Energy Ltd.,C300,12-Mar-01,,,35.6,,,,,,,,,,,,,,
ABGP0001454,,Gp Acid Gas Flaring,,00/14-36-053-26W4,53.627084,-113.704331,00/14-36-053-26W4 St Albert GP,ST ALBERT-BIG LAKE,A97N,Sinopec Canada Energy Ltd.,F12285    ,Amended,28-Oct-10,A97N,Sinopec Canada Energy Ltd.,C311,2-Apr-01,30-Oct-14,"Regenerative, Acid Gas Flaring",140,,,,,,,,0.21,,,0,,1-Jan-91,1-Aug-14
ABGP0001455,,Gas Plant Sweet,,/02-03-035-19W4,51.970348,-112.633686,* PAZ FENN-BIG VALLEY,FENN-BIG VALLEY,A2PH,Journey Energy Inc.,F5075     ,RecCertified,6-Jan-18,A8FG,Strathcona Resources Ltd.,B010,14-Mar-01,,,113,,,,,,,,,,,,,,
ABGP0001456,,Gas Plant Sweet,,00/10-34-040-04W5,52.48859,-114.49053,Gilby-10-34-040-04 W5M,GILBY,0Z0H,Harvest Operations Corp.,F8246     ,Amended,9-Mar-09,0Z0H,Harvest Operations Corp.,B010,2-Mar-01,9-Mar-09,,564,558,0.2,0,7.2,0,71,0,0,,,,,1-Jan-91,1-May-23
ABGP0001457,,Gas Plant Sweet,,/16-35-016-16W4,50.395516,-112.092368,KANEX GRAND PRIX SCANDIA,RAINIER,A50K,Success Resources Ltd.,F1978     ,Amended,11-Jan-12,A50K,Success Resources Ltd.,B020,1-May-01,11-Jan-12,,196,,,,,,,,0,,,,,1-Jan-92,1-Sep-12
ABGP0001458,,Gp Sulphur Rcvry,,00/10-10-047-14W5,53.043209,-115.958073,KEYERA WEST PEMBINA 10-10-047-14W5,BRAZEAU RIVER,A0C0,Keyera Energy Ltd.,F10465    ,Abandoned,23-Mar-23,A0C0,Keyera Energy Ltd.,E600,6-Mar-01,3-Feb-14,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process, CBA Process","4,131.00",3499,0,0,0,0,197,1058,50,47.95,,2.05,95.9,1-Jan-91,1-May-24
ABGP0001459,,Gp Acid Gas Flaring%,,/06-30-012-25W4,50.024943,-113.40503,CONOCO CLARESHOLM,CLARESHOLM,0HE9,Canadian Natural Resources Limited,F960      ,RecCertified,28-Oct-16,A5G3,ConocoPhillips Canada Resources Corp.,C300,1-May-01,,,283,,,,,,,,,,,,,,
ABGP0001460,,Gp Acid Gas Inj,,00/04-01-022-21W4,50.836553,-112.795124,* KAN ENERGY GLEICHEN,GLEICHEN,0HT2,Kanamera Texas Sentry Operating Partnership.,F21788    ,Issued,2-Mar-01,A7AG,Lynx Energy ULC,B020,2-Mar-01,,,792.7,,,,,,,,,,,,,,
ABGP0001461,,Gas Plant Sweet,,/12-31-094-18W4,57.20108,-112.900511,PARAMOUNT LEGEND,LIEGE,A28L,Athabasca Oil Corporation,F17585    ,Amended,21-Jan-02,A28L,Athabasca Oil Corporation,B010,1-May-01,26-Aug-06,,"1,237.00",1189,0,0,0,0,0,0,0,0,,,,1-Jan-91,1-Feb-11
ABGP0001462,,Gas Plant Sweet,,02/06-10-061-22W5,54.259214,-117.215474,AMOCO BIGSTONE DUNVEGAN,BIGSTONE,A62D,BP Canada Energy Group ULC,F13773    ,Abandoned,31-Oct-01,0AW4,Paramount Resources Ltd.,B010,1-Mar-01,,,900,,,,,,,,,,,,,,
ABGP0001463,,Gp Acid Gas Flaring,,00/07-20-078-12W6,55.77365,-119.8195,WESTROCK POUCE COUPE SOUTH,POUCE COUPE SOUTH,0TD9,Advantage Energy Ltd.,F16293    ,Amended,17-Jun-15,0TD9,Advantage Energy Ltd.,C300,2-Mar-01,17-Jun-15,"Regenerative, Acid Gas Flaring",46,36.78,,,,,21.1,,0.2,,,0.2,,1-Jan-91,1-Jul-25
ABGP0001464,,Gas Plant Sweet,,00/13-05-032-17W4,51.719913,-112.388121,PROVIDENT CRAIGMYLE,CRAIGMYLE,0T82,Prairie Provident Resources Canada Ltd.,F4323     ,Amended,12-Dec-12,0T82,Prairie Provident Resources Canada Ltd.,B010,12-Feb-01,12-Dec-12,None,227.14,208.19,0,0,0,0,49.3,0,0,,,,,1-Jan-91,1-Sep-21
ABGP0001465,,Gp Acid Gas Inj,,00/10-16-049-23W4,53.230683,-113.302966,BAYTEX KNELLER,KNELLER,0RL9,Baytex Energy Ltd.,F11114    ,Abandoned,10-Mar-98,A7H2,AlphaBow Energy Ltd.,C300,30-Apr-01,,,0,,,,,,,,,,,,,,
ABGP0001466,,Gas Plant Sweet,,00/08-36-033-21W4,51.872736,-112.843178,HUSKY RUMSEY 8-36,RUMSEY,A663,Trident Exploration (Alberta) Corp.,F4488     ,Issued,19-Mar-01,0EE3,Endrum Energy Corp.,B040,19-Mar-01,,,89.6,,,,,,,,,,,,,,
ABGP0001467,,Gas Plant Sweet,,02/08-29-040-06W5,52.470527,-114.819462,SURGE WILLESDEN GR 08-29-040-06W5 GP,WILLESDEN GREEN,0YK4,Surge Energy Inc.,F8264     ,Issued,1-Mar-01,0YK4,Surge Energy Inc.,B010,1-Mar-01,,,15,,,,,,,,,,,,,1-Jan-91,1-May-18
ABGP0001468,,Gas Plant Sweet,,00/09-28-053-18W4,53.607075,-112.582426,MUNDARE 09-28-053-18W4 GAS PLANT,NORRIS,A71K,Axiom Oil and Gas Inc.,F12237    ,Amended,4-Jul-07,A71K,Axiom Oil and Gas Inc.,B010,28-Feb-01,4-Jul-07,,282,281,0,0,0,0,0,1.3,0,,,,,1-Jan-91,1-Oct-21
ABGP0001469,,Gp Acid Gas Flaring%,,00/16-24-018-14W4,50.542694,-111.791756,* CRESTAR BANTRY,BANTRY,A8FG,Strathcona Resources Ltd.,F2366     ,Amended,21-Oct-09,A6A7,Cardinal Energy Ltd.,C321,1-May-01,21-Oct-09,None,8,,,,,,,,0.15,,,0,,,
ABGP0001470,,Gas Plant Sweet,,/01-03-055-22W4,,,* NORCEN FORT SASK,FORT SASKATCHEWAN,0HE9,Canadian Natural Resources Limited,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001471,,Gas Plant Sweet,,00/04-03-019-09W4,50.575134,-111.179918,* AEC SUFFIELD,SUFFIELD,A868,Ipc Canada Ltd.,F2481     ,Amended,8-Dec-09,A868,Ipc Canada Ltd.,B020,15-Feb-01,8-Dec-09,,566,,,,,,,,0,,,,,,
ABGP0001472,,Gp Acid Gas Flaring,,00/02-11-080-08W5,55.914388,-115.132664,NIPISI 2-11-80-8W5,NIPISI,0HE9,Canadian Natural Resources Limited,F31834    ,Amended,8-Jun-05,0HE9,Canadian Natural Resources Limited,C300,14-Jun-04,26-Aug-06,"Regenerative, Acid Gas Flaring",698.6,618.6,,,,,6.6,,0.47,,,0.47,,1-Jan-91,1-Aug-24
ABGP0001473,,Gas Plant Sweet,,00/15-07-036-15W4,52.08311,-112.133016,PROVOST 15-7-36-15W4,PROVOST,0HE9,Canadian Natural Resources Limited,F5563     ,RecCertified,29-Jan-23,0HE9,Canadian Natural Resources Limited,B010,1-Mar-01,,,202,,,,,,,,,,,,,,
ABGP0001474,,Gas Plant Sweet,,/08-12-034-21W4,51.901866,-112.843167,CRESTAR RUMSEY,RUMSEY,A1GR,Pine Cliff Energy Ltd.,F4702     ,Abandoned,17-May-03,A1GR,Pine Cliff Energy Ltd.,B010,28-Feb-01,,,169,,,,,,,,,,,,,,
ABGP0001475,,Gp Acid Gas Flaring,,/10-34-019-09W4,50.654091,-111.166499,CRESTAR JENNER,JENNER,A868,Ipc Canada Ltd.,F2489     ,Amended,2-Nov-06,A868,Ipc Canada Ltd.,C300,12-Mar-01,2-Nov-06,"Regenerative, Acid Gas Flaring",400,361.81,,,,,18,0,0.54,,,0.54,,1-Jan-91,1-Jul-25
ABGP0001476,,Gas Plant Sweet,,/02-36-040-07W5,,,APACHE WILLESDEN GREEN,WILLESDEN GREEN,A573,Tourmaline Oil Corp.,,,,,,,,,,,,,,,,,,,,,,,1-Jan-91,1-May-02
ABGP0001477,,Gas Plant Sweet,,00/15-31-039-05W5,52.40467,-114.70747,PARA WILLESDEN GREEN,WILLESDEN GREEN,0AW4,Paramount Resources Ltd.,F23558    ,Amended,19-Aug-24,0AW4,Paramount Resources Ltd.,B010,1-May-01,19-Aug-24,,915,850,0,0,0,0,225,1000,0,,,,,1-Jan-91,1-Jul-25
ABGP0001478,,Gas Plant Sweet,,00/03-17-047-27W4,53.046899,-113.917115,* IMPERIAL INJECTION,BONNIE GLEN,0007,Imperial Oil Resources Limited,F10153    ,Amended,24-Oct-06,0007,Imperial Oil Resources Limited,D400,2-Mar-01,24-Nov-07,"Regenerative, Acid Gas Injection","7,323.00",6368,3062,0,1970,1135,0,1120,10,,,0,89.7,1-Jan-92,1-Jan-00
ABGP0001479,,Gp Acid Gas Inj,,00/03-18-067-10W5,54.794173,-115.516916,Judy Creek GP 3-18-67-10W5,SWAN HILLS,0HE9,Canadian Natural Resources Limited,F14657    ,Amended,4-Sep-02,0HE9,Canadian Natural Resources Limited,D440,6-Mar-01,26-Aug-06,None,"1,409.00",,,,,,,,1.91,,,,,1-Jan-91,1-Aug-05
ABGP0001480,,Gas Plant Sweet,,00/01-18-017-18W4,50.428507,-112.45954,EYREMORE 1-18-17-18w4,EYREMORE,0HE9,Canadian Natural Resources Limited,F2226     ,Amended,10-Sep-04,0HE9,Canadian Natural Resources Limited,B010,5-Mar-01,26-Aug-06,None,850,844.1,0,0,0,0,12.9,0,0,0,,,,1-Jan-91,1-Jul-25
ABGP0001481,,Gp Acid Gas Inj,,/11-19-055-20W5,,,* CHAUVCO NOSEHILL,NOSEHILL,A2TG,TAQA North Ltd.,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001482,,Gp Sulphur Rcvry,,00/04-31-048-12W5,53.179522,-115.753482,BRC 04-31-048-12W5 GAS PLANT,BRAZEAU RIVER,A74Y,Tidewater Midstream and Infrastructure Ltd.,F11034    ,Amended,8-Dec-23,A74Y,Tidewater Midstream and Infrastructure Ltd.,E600,6-Mar-01,8-Dec-23,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process, MCRC Process","6,650.00",5400,600,0,1050,400,875,1956,500,492,,8,98.4,1-Jan-91,1-Jul-25
ABGP0001483,,Gas Plant Sweet,,/16-32-030-17W4,,,HUSKY MICHICHI 16-32,MICHICHI,A5D4,Cenovus Energy Inc.,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001484,,Gp Acid Gas Flaring,,00/01-18-068-23W4,54.878441,-113.488692,BAPTISTE 1-18-68-23W4,BAPTISTE,0HE9,Canadian Natural Resources Limited,F14732    ,Abandoned,17-Nov-13,0HE9,Canadian Natural Resources Limited,C300,1-Mar-01,26-Aug-06,,170,159,,,,,,,0.05,,,0.05,,1-Jan-91,1-Oct-06
ABGP0001485,,Gp Acid Gas Inj,,00/11-15-055-25W4,53.75433,-113.634112,MORINVILLE 11-15-55-25W4,MORINVILLE,A8BA,Maga Energy Ltd.,F12728    ,Abandoned,3-Sep-15,A8BA,Maga Energy Ltd.,C340,14-Mar-01,26-Aug-06,,28.2,,,,,,,,0.06,,,,,,
ABGP0001486,,Gp Acid Gas Flaring,,/13-29-080-23W5,55.968408,-117.572578,KETCH TANGENT,TANGENT,0BP8,Obsidian Energy Ltd.,F16551    ,Abandoned,26-Oct-21,0BP8,Obsidian Energy Ltd.,C300,19-Mar-01,26-Aug-06,"Regenerative, Acid Gas Flaring",401,380,,,,,6,,0.9,,,0.89,,1-Jan-91,1-Dec-18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001487,,Gas Plant Sweet,,/09-31-056-06W5,53.884222,-114.872932,ENRON SANGUDO,CHERHILL,0HE9,Canadian Natural Resources Limited,F13088    ,RecCertified,20-Dec-22,0HE9,Canadian Natural Resources Limited,C300,2-Mar-01,,,70.8,,,,,,,,0.01,,,,,,
ABGP0001488,,Gp Sulphur Rcvry,,/10-12-019-02W5,50.595575,-114.149052,* TALISMAN TURNER VALLEY,HARTELL,0039,Repsol Oil & Gas Canada Inc.,F2598     ,RecExempt,2-Dec-05,0YA2,Peyto Exploration & Development Corp.,E600,26-Mar-01,,,0,,,,,,,,,,,,,,
ABGP0001489,,Gas Plant Sweet,,/06-06-094-01W6,57.124253,-118.150747,* AMOCO HOTCHKISS,HOTCHKISS,0YK4,Surge Energy Inc.,F17604    ,Amended,9-Feb-01,0YK4,Surge Energy Inc.,B040,9-Feb-01,26-Aug-06,,43,,,,,,,,0,,,,,,
ABGP0001490,,Gas Plant Sweet,,00/15-23-018-14W4,50.541045,-111.823038,BLACKSPUR BANTRY GP 15-23-018-14W4,BANTRY,0L94,Delta Consultants (1973) Ltd.,F2363     ,Amended,22-Dec-23,A8TZ,Astara Energy Corp.,C321,1-Mar-01,22-Dec-23,Nonregenerative,50.85,,,,,,,,0.34,,,0,,,
ABGP0001491,,Gp Acid Gas Flaring,,00/10-35-042-02W4,52.661627,-110.181582,* AVORD CHAUVIN S,CHAUVIN SOUTH,0T92,Avord Oil & Gas Ltd,F8902     ,Amended,2-Jun-16,0YK4,Surge Energy Inc.,C321,23-Mar-01,2-Jun-16,None,1,,,,,,,,0.5,,,0.5,,,
ABGP0001492,,Gas Plant Sweet,,00/16-20-031-24W4,51.674651,-113.365313,* MOBIL TWINING,TWINING,0M13,Bumper Development Corporation Ltd.,F4254     ,Amended,5-Sep-14,0J66,"Barnwell of Canada, Limited",B030,2-Mar-01,5-Sep-14,,16.3,,,,,,,,0,,,,,,
ABGP0001493,,Gas Plant Sweet,,00/06-29-076-04W6,55.61194,-118.584611,* ANDERSON RYCROFT,RYCROFT,0HE9,Canadian Natural Resources Limited,F15824    ,Abandoned,17-May-03,0HE9,Canadian Natural Resources Limited,B010,28-Feb-01,,,110,,,,,,,,,,,,,,
ABGP0001494,,Gas Plant Sweet,,/11-03-049-21W4,,,CABRE JOARCAM,JOARCAM,A5RD,Enerplus Corporation,,,,,,,,,,,,,,,,,,,,,,,1-Jan-91,1-Feb-12
ABGP0001495,,Gas Plant Sweet,,/06-36-050-07W5,53.35698,-114.89584,SIGNALTA PEMBINA,PEMBINA,0R89,Signalta Resources Limited,F11693    ,Issued,2-Feb-01,0R89,Signalta Resources Limited,B010,2-Feb-01,26-Aug-06,,197,166.2,0,0,0,0,150,0,,0,,,,1-Jan-91,1-Jul-10
ABGP0001496,,Gas Plant Sweet,,/01-30-035-13W4,,,* ALTEX SULLIVAN LAKE,SULLIVAN LAKE,0039,Repsol Oil & Gas Canada Inc.,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001497,,Gas Plant Sweet,,00/10-33-052-21W5,53.535639,-117.032424,MEDLODGE 10-33-052-21W5 GP,MEDICINE LODGE,0YA2,Peyto Exploration & Development Corp.,F12197    ,Amended,14-Dec-16,0YA2,Peyto Exploration & Development Corp.,B010,1-May-01,14-Dec-16,,570,566,0,0,0,0,11.5,73.9,0,,,,,1-Jan-91,1-Jul-25
ABGP0001498,,Gp Acid Gas Inj,,/10-28-028-03W4,51.42398,-110.36375,BONAVISTA BENTON,BENTON,A0A7,NuVista Energy Ltd.,F3765     ,RecCertified,18-Apr-20,A0A7,NuVista Energy Ltd.,C300,1-May-01,,None,57.3,,,,,,,,0.09,,,,,,
ABGP0001499,,Gas Plant Sweet,,/06-31-020-24W4,50.738119,-113.319558,CYPRESS FARROW,HERRONTON,A2TG,TAQA North Ltd.,F2861     ,Issued,1-Mar-01,A2TG,TAQA North Ltd.,B010,1-Mar-01,,,340,,,,,,,,,,,,,1-Jan-91,1-Jul-25
ABGP0001500,,Gas Plant Sweet,,/07-06-035-24W4,51.97209,-113.41487,* GRAD & WALKER HUXLEY,HUXLEY,A1GR,Pine Cliff Energy Ltd.,F5110     ,Abandoned,4-Sep-01,A1GR,Pine Cliff Energy Ltd.,B010,28-Feb-01,,,113,,,,,,,,,,,,,,
ABGP0001501,,Gp Acid Gas Flaring,,00/06-03-044-22W4,52.761789,-113.118118,MALMO 6-3-44-22W4,MALMO,0HE9,Canadian Natural Resources Limited,F9464     ,Abandoned,10-Oct-19,0HE9,Canadian Natural Resources Limited,B010,2-Mar-01,13-May-08,,152,133,0,0,0,0,7,0,0,,,,,1-Jan-91,1-Jul-09
ABGP0001502,,Gas Plant Sweet,,00/14-22-049-23W4,53.25028,-113.28148,* TRITON KNELLER,KNELLER,0382,World Wide Energy Co.ltd.,F11117    ,RecCertified,19-May-21,A0TK,AltaGas Ltd.,C300,28-Feb-01,,,43,,,,,,,,0.06,,,,,,
ABGP0001503,,Gas Plant Sweet,,/02-04-031-15W4,,,* POCO WATTS,WATTS,A5G3,ConocoPhillips Canada Resources Corp.,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001504,,Gas Plant Sweet,,/09-29-053-17W5,53.607683,-116.463462,APL EDSON,EDSON,A6L2,Canadian Oil & Gas International Inc.,F12336    ,Abandoned,21-Aug-24,A5BL,Arrow Point Oil & Gas Ltd.,B010,12-Mar-01,18-Feb-11,,280,250,0,0,0,0,10,0,0,,,,,1-Jan-91,1-Apr-14
ABGP0001505,,Gas Plant Sweet,,/04-31-032-23W4,51.782061,-113.262165,CRESTAR TROCHU TWINING,TWINING,0E9L,ConocoPhillips Canada Energy Partnership,F4360     ,Abandoned,8-Sep-09,A5G3,ConocoPhillips Canada Resources Corp.,B010,28-Feb-01,,,185,,,,,,,,,,,,,1-Jan-91,1-Dec-02
ABGP0001506,,Gp Sulphur Rcvry,,00/01-01-078-10W6,55.723649,-119.402247,PROGRESS 1-1-78-10W6,PROGRESS,0HE9,Canadian Natural Resources Limited,F16247    ,Amended,16-May-16,0HE9,Canadian Natural Resources Limited,E600,15-Feb-01,16-May-16,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process, MCRC Process","4,046.50",3820,0,0,0,0,76.1,137.6,49.5,47.61,,2.03,95.9,1-Jan-91,1-Jul-25
ABGP0001507,,Gas Plant Sweet,,00/08-32-034-17W4,51.958195,-112.369578,BYEMOOR 8-32-34-17w4,LEO,0HE9,Canadian Natural Resources Limited,F4694     ,Amended,29-Oct-07,0HE9,Canadian Natural Resources Limited,B010,6-Mar-01,29-Oct-07,None,180,168,0,0,0,0,4.1,0,0,,,,,1-Jan-91,1-Nov-18
ABGP0001508,,Gas Plant Sweet,,00/16-10-018-10W4,50.511952,-111.29068,BEAU ALDERSON,ALDERSON,0063,Murphy Oil Company Ltd.,F20448    ,Amended,18-Feb-05,0HE9,Canadian Natural Resources Limited,B040,29-Mar-01,26-Aug-06,,"1,200.00",,,,,,,,0,,,,,,
ABGP0001509,,Gp Acid Gas Flaring,,02/08-07-012-13W4,49.98216,-111.756107,GRAND FORKS 8-7-12-13W4,GRAND FORKS,0HE9,Canadian Natural Resources Limited,F791      ,Amended,22-Aug-06,0HE9,Canadian Natural Resources Limited,C300,1-Mar-01,26-Aug-06,,62,49.5,,,,,36.5,,0.98,,,0.98,,1-Jan-91,1-Nov-09
ABGP0001510,,Gp Acid Gas Flaring%,,/06-27-041-13W4,52.555898,-111.795389,ALTAGAS KILLAM,KILLAM,A0TK,AltaGas Ltd.,F8583     ,Abandoned,5-Sep-16,A0TK,AltaGas Ltd.,D400,28-Feb-01,3-Apr-09,"Regenerative, Acid Gas Flaring",178,170.2,,,,,3.3,,1.99,,,1.99,,1-Jan-91,1-Apr-12
ABGP0001511,,Gas Plant Sweet,,00/01-24-052-20W5,53.500499,-116.805113,EDSON WEST 1-24-52-20W5,ANSELL,0HE9,Canadian Natural Resources Limited,F12193    ,Amended,1-Nov-17,0HE9,Canadian Natural Resources Limited,B010,14-Feb-01,1-Nov-17,,"1,700.00",1564,0,0,0,0,339,234,0,,,,,1-Jan-91,1-Jul-25
ABGP0001512,,Gas Plant Sweet,,/11-08-041-23W4,52.516024,-113.280925,* BOW VALLEY BASHAW,BASHAW,0039,Repsol Oil & Gas Canada Inc.,F8700     ,RecExempt,15-Sep-21,A5L8,Teine Energy Ltd.,B010,29-Mar-01,,,144,,,,,,,,,,,,,,
ABGP0001513,,Gas Plant Sweet,,/08-25-039-23W4,52.381402,-113.175044,APACHE NEVIS,NEVIS,A1H9,Ember Resources Inc.,F7218     ,Issued,28-Feb-01,A1H9,Ember Resources Inc.,B010,28-Feb-01,,,130,,,,,,,,,,,,,,
ABGP0001514,,Gas Plant Sweet,,00/16-15-054-02W5,53.670294,-114.201433,CARDIFF 16-15-54-02W5,CARDIFF,A5G3,ConocoPhillips Canada Resources Corp.,F12436    ,RecCertified,16-Dec-24,A5G3,ConocoPhillips Canada Resources Corp.,B010,1-Mar-01,,,282,,,,,,,,,,,,,,
ABGP0001515,,Gas Plant Sweet,,00/07-32-063-20W5,54.492366,-116.984365,KAYBOB 7-32-63-20W5,KAYBOB,0HE9,Canadian Natural Resources Limited,F14038    ,Issued,27-Feb-01,0HE9,Canadian Natural Resources Limited,B040,27-Feb-01,,,174,,,,,,,,,,,,,,
ABGP0001516,,Gas Plant Sweet,,/09-06-046-03W5,52.940067,-114.414637,PENN WEST CRYSTAL,PEMBINA,A2PH,Journey Energy Inc.,F9912     ,Issued,6-Mar-01,A2PH,Journey Energy Inc.,B010,6-Mar-01,,,211,,,,,,,,,,,,,1-Jan-91,1-Jul-25
ABGP0001517,,Gas Plant Sweet,,00/05-11-029-04W5,51.46564,-114.467563,Orlen Lochend 05-11-029-04W5 GP,LOCHEND,A2DE,ORLEN Upstream Canada Ltd.,F4052     ,Amended,12-Jul-12,A2DE,ORLEN Upstream Canada Ltd.,B010,6-Mar-01,12-Jul-12,,567,548,0,0,0,0,83,0,0,,,,,1-Jan-91,1-Jul-25
ABGP0001518,,Gas Plant Sweet,,00/13-32-031-17W4,51.706665,-112.385478,CRAIGMYLE 13-32-31-17W4,CRAIGMYLE,0HE9,Canadian Natural Resources Limited,F4214     ,Amended,24-Oct-07,0HE9,Canadian Natural Resources Limited,B010,6-Mar-01,24-Oct-07,,190,178,0,0,0,0,4.1,0,0,,,,,1-Jan-91,1-Nov-14
ABGP0001519,,Gas Plant Sweet,,00/04-18-032-22W4,51.738103,-113.120149,GHOST PINE 4-18-32-22w4,GHOST PINE,0HE9,Canadian Natural Resources Limited,F4347     ,Amended,13-Sep-12,0HE9,Canadian Natural Resources Limited,B010,5-Mar-01,13-Sep-12,None,250,232,0,0,0,0,28,0,0,,,,,1-Jan-91,1-Jan-23
ABGP0001520,,Gp Sulphur Rcvry,,00/06-19-073-08W6,55.335877,-119.221548,WEMBLEY 06-19-073-08W6,WEMBLEY,A0A7,NuVista Energy Ltd.,F15352    ,Amended,11-Apr-23,A0A7,NuVista Energy Ltd.,D400,1-May-01,19-Mar-25,"Regenerative, Acid Gas Injection, Acid Gas Flaring","3,600.00",3302,,1075,,,229,1245,250,,,0.24,98.3,1-Jan-91,1-Feb-25
